scheme_name,min_sip,min_lumpsum,expense_ratio,fund_size_cr,fund_age_yr,fund_manager,alpha,sd,beta,sharpe,risk_level,amc_name,rating,category,sub_category,returns_1yr,returns_3yr,returns_5yr
SBI Debt Fund,0,0,0.0,242.0,4,Ranjana Gupta,0.0,0.04,0.0,-0.02,3,SBI Mutual Fund,0,Debt,Fixed Maturity Plans,11.2,14.5,14.0
Nippon India Fixed Horizon – XXXIX – Sr.2,0,0,0.0,173.0,5,Amit Tripathi,0.0,0.03,0.0,-0.01,3,Nippon India Mutual Fund,0,Debt,Fixed Maturity Plans,11.2,14.5,14.0
UTI-CPO – Sr.VIII – IV(1996Days,0,0,2.29,53.0,6,Sunil Patil,0.0,0.14,0.11,0.04,3,UTI Mutual Fund,0,Hybrid,Conservative Hybrid Mutual Funds,11.2,14.5,14.0
Nippon India Fixed Horizon – XXXX – Sr.7,0,0,0.0,143.0,4,Amit Tripathi,0.0,0.03,0.0,-0.01,3,Nippon India Mutual Fund,0,Debt,Fixed Maturity Plans,11.2,14.5,14.0
Kotak FMP – Series 247 – 1308Days,0,0,0.12,146.0,4,Deepak Agrawal,0.0,0.03,0.0,0.02,2,Kotak Mahindra Mutual Fund,0,Debt,Fixed Maturity Plans,11.2,14.5,14.0
Aditya Birla SL FTP – Series RR Growth,0,0,0.14,54.0,4,Mohit Sharma,0.0,0.04,0.0,0.01,3,Aditya Birla Sun Life Mutual Fund,0,Debt,Fixed Maturity Plans,11.2,14.5,14.0
IDFC FTP – Sr.149,0,0,0.66,601.0,5,Harshal Joshi,0.0,0.04,0.0,-0.02,3,IDFC Mutual Fund,0,Debt,Fixed Maturity Plans,11.2,14.5,14.0
Aditya Birla SL DAF – Sr.2,0,0,1.0,60.0,4,Mohit Sharma,-0.01,0.27,0.23,0.01,3,Aditya Birla Sun Life Mutual Fund,0,Debt,Fixed Maturity Plans,11.2,14.5,14.0
Edelweiss FMP – Series 55 Growth,0,0,0.64,104.0,4,Gautam Kaul,0.0,0.04,0.0,0.09,3,Edelweiss Mutual Fund,0,Debt,Fixed Maturity Plans,11.2,14.5,14.0
ICICI Pru FMP – Sr.85-1129Days,0,0,0.0,260.0,4,Rahul Goswami,0.0,0.03,0.0,0.0,3,ICICI Prudential Mutual Fund,0,Debt,Fixed Maturity Plans,11.2,14.5,14.0
ICICI Pru FMP – Sr.85-1127Days,0,0,0.0,111.0,4,Rahul Goswami,0.0,0.04,0.0,-0.01,3,ICICI Prudential Mutual Fund,0,Debt,Fixed Maturity Plans,11.2,14.5,14.0
Nippon India Fixed Horizon – XXXIX – Sr.4,0,0,0.0,160.0,5,Amit Tripathi,0.0,0.03,0.0,0.0,3,Nippon India Mutual Fund,0,Debt,Fixed Maturity Plans,11.2,14.5,14.0
Nippon India Fixed Horizon – XXXIX – Sr.6,0,0,0.0,140.0,5,Amit Tripathi,0.0,0.03,0.0,0.0,3,Nippon India Mutual Fund,0,Debt,Fixed Maturity Plans,11.2,14.5,14.0
Nippon India Fixed Horizon – XXXIX – Sr.15,0,0,0.0,453.0,4,Amit Tripathi,0.0,0.03,0.0,-0.01,3,Nippon India Mutual Fund,0,Debt,Fixed Maturity Plans,11.2,14.5,14.0
Nippon India Fixed Horizon – XXXX – Sr.2,0,0,0.0,144.0,4,Amit Tripathi,0.0,0.03,0.0,-0.02,3,Nippon India Mutual Fund,0,Debt,Fixed Maturity Plans,11.2,14.5,14.0
Nippon India Fixed Horizon – XXXX – Sr.4,0,0,0.0,56.0,4,Amit Tripathi,0.0,0.03,0.0,-0.02,3,Nippon India Mutual Fund,0,Debt,Fixed Maturity Plans,11.2,14.5,14.0
Nippon India Fixed Horizon – XXXIX – Sr.14,0,0,0.0,126.0,4,Amit Tripathi,0.0,0.03,0.0,-0.05,3,Nippon India Mutual Fund,0,Debt,Fixed Maturity Plans,11.2,14.5,14.0
ICICI Pru Technology Fund,100,5000,0.99,8993.0,10,Vaibhav Dusad,-0.06,1.22,0.95,-0.04,6,ICICI Prudential Mutual Fund,0,Equity,Sectoral / Thematic Mutual Funds,-19.7,45.3,21.6
SBI Long Term Advantage Fund,0,500,1.75,164.0,6,R Srinivasan,0.0,0.79,0.65,0.01,4,SBI Mutual Fund,0,Equity,ELSS Mutual Funds,0.1,43.3,19.5
SBI Tax Advantage Fund,0,500,1.76,28.0,9,R Srinivasan,0.01,0.85,0.73,0.02,4,SBI Mutual Fund,0,Equity,ELSS Mutual Funds,1.9,41.1,21.8
Quant Active Fund,1000,5000,0.58,3531.0,10,Sanjeev Sharma,0.01,1.22,0.95,0.01,6,Quant Mutual Fund,0,Equity,Multi Cap Funds,1.0,45.5,19.9
Aditya Birla SL Digital India Fund,100,1000,0.88,3338.0,10,Kunal Sangoi,-0.05,1.24,0.97,-0.03,6,Aditya Birla Sun Life Mutual Fund,0,Equity,Sectoral / Thematic Mutual Funds,-14.6,39.8,21.1
Tata Digital India Fund,150,5000,0.31,6765.0,7,Meeta Shetty,-0.06,1.25,0.96,-0.04,6,Tata Mutual Fund,0,Equity,Sectoral / Thematic Mutual Funds,-16.0,39.0,22.1
SBI Technology Opportunities Fund,500,5000,0.87,2861.0,10,Saurabh Pant,-0.02,1.2,0.87,-0.01,6,SBI Mutual Fund,0,Equity,Sectoral / Thematic Mutual Funds,-8.7,37.1,21.0
Tata Resources & Energy Fund,150,5000,0.91,232.0,7,Satish Chandra Mishra,-0.03,1.16,0.84,-0.02,6,Tata Mutual Fund,0,Equity,Sectoral / Thematic Mutual Funds,-3.4,34.7,15.5
Mirae Asset Healthcare Fund,1000,5000,0.52,1505.0,5,Vrijesh Kasera,-0.04,0.82,0.53,-0.04,6,Mirae Asset Mutual Fund,0,Equity,Sectoral / Thematic Mutual Funds,-10.7,25.0,
DSP Healthcare Fund,500,500,1.04,1197.0,4,Vinit Sambre,-0.02,0.85,0.52,-0.02,6,DSP Mutual Fund,0,Equity,Sectoral / Thematic Mutual Funds,-3.6,26.9,
Kotak India Growth Fund,0,5000,0.34,90.0,5,Devender Singhal,0.01,0.82,0.73,0.02,6,Kotak Mahindra Mutual Fund,0,Equity,Multi Cap Funds,4.8,35.5,15.6
Edelweiss Recently Listed IPO Fund,500,5000,0.61,859.0,5,Bhavesh Jain,-0.06,1.02,0.76,-0.05,6,Edelweiss Mutual Fund,0,Equity,Sectoral / Thematic Mutual Funds,-13.8,24.3,10.9
Sundaram Emerging Small Cap Series VII – Dir Growth,0,5000,0.97,141.0,4,Rohit Seksaria,0.03,0.88,0.65,0.05,6,Sundaram Mutual Fund,0,Equity,Small Cap Mutual Funds,8.0,36.9,
DSP World Mining Fund,500,500,1.5,188.0,10,Jay Kothari,-0.02,2.1,0.7,0.0,6,DSP Mutual Fund,0,Other,FoFs Overseas,-5.4,37.1,15.0
Sundaram Select Micro Cap – Sr.XVI – Direct Growth,0,5000,0.76,136.0,6,Rohit Seksaria,0.02,1.04,0.66,0.02,1,Sundaram Mutual Fund,0,Equity,Small Cap Mutual Funds,-1.6,46.4,10.8
Sundaram Select Micro Cap – Sr.XV – Direct Growth,0,5000,0.68,212.0,6,Rohit Seksaria,0.09,0.95,0.53,0.11,3,Sundaram Mutual Fund,0,Equity,Small Cap Mutual Funds,-1.6,46.4,10.8
SBI Magnum Comma Fund,500,5000,2.03,417.0,10,Richard Dsouza,-0.07,1.12,0.79,-0.05,6,SBI Mutual Fund,0,Equity,Sectoral / Thematic Mutual Funds,-12.1,30.9,11.3
Mahindra Manulife Multi Cap Fund,500,1000,0.49,1515.0,6,Fatema Pacha,-0.01,1.03,0.87,0.01,6,Mahindra Manulife Mutual Fund,0,Equity,Multi Cap Funds,1.2,32.6,15.8
ICICI Pru P.H.D Fund,100,5000,1.22,2538.0,5,Dharmesh Kakkad,-0.02,0.78,0.5,-0.02,6,ICICI Prudential Mutual Fund,0,Equity,Sectoral / Thematic Mutual Funds,-6.0,25.0,
Nippon India Pharma Fund,100,5000,1.17,4267.0,10,Sailesh Raj Bhan,-0.03,0.8,0.48,-0.03,6,Nippon India Mutual Fund,0,Equity,Sectoral / Thematic Mutual Funds,-7.0,24.7,15.6
Sundaram Select Micro Cap – Sr.XVII – Direct Growth,0,5000,0.82,116.0,5,Rohit Seksaria,0.01,1.12,0.73,0.0,2,Sundaram Mutual Fund,0,Equity,Small Cap Mutual Funds,-1.6,46.4,10.8
Sundaram Emerging Small Cap Series VI – Dir Growth,0,5000,0.77,41.0,5,Rohit Seksaria,0.03,0.9,0.68,0.05,6,Sundaram Mutual Fund,0,Equity,Small Cap Mutual Funds,7.8,41.9,
Sundaram Emerging Small Cap Series III – Dir Growth,0,5000,0.75,297.0,5,Rohit Seksaria,0.04,0.86,0.65,0.05,2,Sundaram Mutual Fund,0,Equity,Small Cap Mutual Funds,9.4,43.7,
Bank of India Midcap Tax Fund,0,500,0.95,51.0,5,Dhruv Bhatia,-0.03,0.96,0.77,-0.02,6,Bank of India Mutual Fund,0,Equity,ELSS Mutual Funds,-4.1,27.1,10.6
Tata India Pharma & Healthcare Fund,150,5000,1.01,485.0,7,Meeta Shetty,-0.03,0.78,0.47,-0.03,6,Tata Mutual Fund,0,Equity,Sectoral / Thematic Mutual Funds,-8.1,21.7,14.8
Sundaram Emerging Small Cap Series IV – Dir Growth,0,5000,0.75,208.0,5,Rohit Seksaria,0.03,0.89,0.68,0.04,4,Sundaram Mutual Fund,0,Equity,Small Cap Mutual Funds,6.7,41.4,
SBI Long Term Advantage Fund,0,500,1.76,57.0,7,R Srinivasan,0.0,0.9,0.77,0.01,4,SBI Mutual Fund,0,Equity,ELSS Mutual Funds,1.1,36.2,15.4
Sundaram Services Fund,750,100,0.93,2272.0,5,Rohit Seksaria,0.01,0.91,0.88,0.02,6,Sundaram Mutual Fund,0,Equity,Sectoral / Thematic Mutual Funds,3.2,31.3,
Templeton India Equity Income Fund,500,5000,1.3,1350.0,10,Anand Radhakrishnan,0.01,0.74,0.6,0.03,6,Franklin Templeton Mutual Fund,0,Equity,Dividend Yield Funds,8.3,37.7,14.5
SBI Long Term Advantage Fund,0,500,1.76,30.0,8,R Srinivasan,-0.01,0.9,0.77,0.01,4,SBI Mutual Fund,0,Equity,ELSS Mutual Funds,0.5,35.5,14.5
Franklin India Technology Fund,500,5000,1.22,712.0,10,Anand Radhakrishnan,-0.05,1.13,0.85,-0.04,6,Franklin Templeton Mutual Fund,0,Equity,Sectoral / Thematic Mutual Funds,-11.9,29.9,15.9
Sundaram Emerging Small Cap Series V – Dir Growth,0,5000,0.79,79.0,5,Rohit Seksaria,0.03,0.91,0.69,0.05,6,Sundaram Mutual Fund,0,Equity,Small Cap Mutual Funds,7.6,42.3,
Sundaram Emerging Small Cap Series I – Dir Growth,0,5000,0.93,315.0,5,Rohit Seksaria,0.04,0.81,0.6,0.06,3,Sundaram Mutual Fund,0,Equity,Small Cap Mutual Funds,17.0,31.5,
Sundaram Emerging Small Cap Series II – Dir Growth,0,5000,0.54,335.0,5,Rohit Seksaria,0.04,0.83,0.63,0.06,1,Sundaram Mutual Fund,0,Equity,Small Cap Mutual Funds,10.0,42.7,
Sundaram LT MC Tax Advantage Fund,0,500,1.22,27.0,6,Rohit Seksaria,0.01,0.97,0.72,0.02,6,Sundaram Mutual Fund,0,Equity,ELSS Mutual Funds,1.4,42.8,9.5
UTI-Healthcare Fund,500,5000,1.47,655.0,10,V Srivatsa,-0.03,0.8,0.49,-0.03,6,UTI Mutual Fund,0,Equity,Sectoral / Thematic Mutual Funds,-9.0,22.0,12.0
SBI Long Term Advantage Fund,0,500,1.76,36.0,8,R Srinivasan,0.0,0.9,0.78,0.01,4,SBI Mutual Fund,0,Equity,ELSS Mutual Funds,1.0,36.4,14.0
Sundaram LT MC Tax Advantage Fund,0,500,1.23,31.0,5,Rohit Seksaria,0.02,0.97,0.72,0.03,6,Sundaram Mutual Fund,0,Equity,ELSS Mutual Funds,3.8,44.8,9.8
SBI Healthcare Opportunities Fund,500,5000,1.09,1574.0,10,Tanmaya Desai,-0.01,0.79,0.49,-0.01,6,SBI Mutual Fund,0,Equity,Sectoral / Thematic Mutual Funds,-1.6,25.7,13.6
Bank of India Midcap Tax Fund,0,500,0.56,26.0,4,Dhruv Bhatia,-0.03,0.99,0.83,-0.02,6,Bank of India Mutual Fund,0,Equity,ELSS Mutual Funds,-4.7,26.0,
Tata Ethical Fund,150,5000,0.94,1501.0,10,Abhinav Sharma,-0.01,0.87,0.75,0.0,6,Tata Mutual Fund,0,Equity,Sectoral / Thematic Mutual Funds,-1.6,27.9,13.1
ICICI Pru Thematic Advantage Fund,1000,5000,0.25,958.0,10,Dharmesh Kakkad,0.01,0.73,0.69,0.03,6,ICICI Prudential Mutual Fund,0,Other,FoFs Domestic,5.4,35.4,14.6
Motilal Oswal Nasdaq 100 FOF – Direct Growth,500,500,0.1,3378.0,4,Swapnil Mayekar,-0.03,1.92,0.38,-0.01,6,Motilal Oswal Mutual Fund,0,Other,FoFs Overseas,-6.2,21.4,
Sundaram LT MC Tax Advantage Fund,0,500,1.32,31.0,6,Rohit Seksaria,0.02,0.98,0.71,0.03,6,Sundaram Mutual Fund,0,Equity,ELSS Mutual Funds,3.4,42.7,9.2
Sundaram LT Tax Advantage Fund,0,500,1.3,18.0,5,Rohit Seksaria,0.03,0.95,0.7,0.04,6,Sundaram Mutual Fund,0,Equity,ELSS Mutual Funds,5.4,46.9,
IDBI Healthcare Fund,500,5000,1.24,49.0,4,Alok Ranjan,-0.05,0.85,0.53,-0.05,6,IDBI Mutual Fund,0,Equity,Sectoral / Thematic Mutual Funds,-13.0,17.1,
DSP Natural Resources & New Energy – Direct Growth,500,500,1.21,673.0,10,Rohit Singhania,-0.01,1.28,0.81,0.0,6,DSP Mutual Fund,0,Equity,Sectoral / Thematic Mutual Funds,-0.7,44.3,12.0
Sundaram LT MC Tax Advantage Fund,0,500,1.26,62.0,6,Rohit Seksaria,0.02,0.98,0.71,0.03,6,Sundaram Mutual Fund,0,Equity,ELSS Mutual Funds,3.5,42.3,8.6
ICICI Pru India Opportunities Fund,100,5000,0.73,7644.0,4,Sankaran Naren,0.04,0.82,0.65,0.06,6,ICICI Prudential Mutual Fund,0,Equity,Sectoral / Thematic Mutual Funds,11.7,44.7,
ICICI Pru Manufacturing Fund,100,5000,1.7,645.0,4,Anish Tawakley,0.02,0.86,0.71,0.03,6,ICICI Prudential Mutual Fund,0,Equity,Sectoral / Thematic Mutual Funds,8.6,35.6,
IDBI Dividend Yield Fund,500,5000,1.5,85.0,4,Alok Ranjan,-0.01,0.9,0.81,0.0,6,IDBI Mutual Fund,0,Equity,Dividend Yield Funds,0.1,25.2,
DSP World Gold Fund,500,500,1.81,777.0,10,Jay Kothari,-0.06,2.06,0.42,-0.03,6,DSP Mutual Fund,0,Other,FoFs Overseas,-9.0,14.8,10.2
Kotak Multi Asset Allocator FoF – Dynamic – Direct Growth,1000,5000,0.13,783.0,10,Devender Singhal,0.03,0.61,0.53,0.06,5,Kotak Mahindra Mutual Fund,0,Other,FoFs Domestic,11.2,25.0,15.3
Sundaram Multi Cap Fund,0,5000,0.79,84.0,5,Rohit Seksaria,0.0,0.92,0.9,0.01,6,Sundaram Mutual Fund,0,Equity,Multi Cap Funds,1.5,25.0,
Sundaram Multi Cap Fund,0,5000,0.79,143.0,5,Rohit Seksaria,0.0,0.92,0.9,0.01,6,Sundaram Mutual Fund,0,Equity,Multi Cap Funds,1.6,25.0,
Kotak Equity Hybrid Fund,1000,5000,0.58,3269.0,8,Pankaj Tibrewal,0.01,0.64,0.61,0.03,6,Kotak Mahindra Mutual Fund,0,Hybrid,Aggressive Hybrid Mutual Funds,5.0,26.9,12.8
Aditya Birla SL CEF – Global Agri Plan-Direct Growth,1000,1000,1.29,15.0,10,Vinod Narayan Bhat,0.0,1.48,0.22,0.0,6,Aditya Birla Sun Life Mutual Fund,0,Equity,Sectoral / Thematic Mutual Funds,-10.3,29.4,9.3
ICICI Pru Exports and Services Fund,1000,5000,1.76,1040.0,10,Sankaran Naren,0.02,0.7,0.64,0.04,6,ICICI Prudential Mutual Fund,0,Equity,Sectoral / Thematic Mutual Funds,5.7,30.7,11.4
ICICI Pru Dividend Yield Equity Fund,100,5000,0.66,1258.0,9,Mittul Kalawadia,0.02,0.83,0.77,0.04,6,ICICI Prudential Mutual Fund,0,Equity,Dividend Yield Funds,8.5,37.6,12.1
Nippon India Capital Builder Fund,0,5000,0.0,51.0,5,Manish Gunwani,-0.03,1.12,0.94,0.0,6,Nippon India Mutual Fund,0,Equity,Large & Mid Cap Funds,-0.2,33.3,12.0
Taurus Ethical Fund,1000,5000,1.18,84.0,10,Anuj Kapil,-0.02,0.91,0.76,-0.01,6,Taurus Mutual Fund,0,Equity,Sectoral / Thematic Mutual Funds,-3.5,22.3,11.4
SBI Long Term Advantage Fund,0,500,1.76,222.0,5,R Srinivasan,0.01,0.81,0.69,0.02,4,SBI Mutual Fund,0,Equity,ELSS Mutual Funds,4.5,28.2,
DSP US Flexible Equity Fund,500,500,1.52,770.0,10,Jay Kothari,0.01,1.43,0.57,0.01,6,DSP Mutual Fund,0,Other,FoFs Overseas,2.2,23.8,13.6
Invesco India Multicap Fund,500,1000,0.65,2347.0,10,Pranav Gokhale,0.0,0.87,0.77,0.01,6,Invesco Mutual Fund,0,Equity,Multi Cap Funds,1.4,27.0,11.0
SBI Long Term Advantage Fund,0,500,1.76,278.0,5,R Srinivasan,-0.02,0.83,0.8,-0.01,4,SBI Mutual Fund,0,Equity,ELSS Mutual Funds,-2.7,25.1,
Invesco India PSU Equity Fund,500,1000,0.96,394.0,10,Dhimant Kothari,0.04,1.14,0.79,0.05,6,Invesco Mutual Fund,0,Equity,Sectoral / Thematic Mutual Funds,16.2,26.5,12.6
Tata Young Citizens Fund,500,500,1.8,257.0,10,Amey Sathe,0.0,0.89,0.87,0.01,6,Tata Mutual Fund,0,Solution Oriented,Childrens Funds,1.5,27.3,10.3
UTI-Dividend Yield Fund,500,5000,1.45,2786.0,10,Swati Kulkarni,-0.02,0.86,0.75,-0.01,6,UTI Mutual Fund,0,Equity,Dividend Yield Funds,-1.5,26.8,11.3
Sundaram Dividend Yield Fund,500,5000,1.02,382.0,10,Ratish Varier,0.0,0.81,0.78,0.02,6,Sundaram Mutual Fund,0,Equity,Dividend Yield Funds,3.2,26.4,11.7
SBI Magnum Global Fund,500,5000,1.25,5257.0,10,R Srinivasan,0.0,0.81,0.55,0.0,6,SBI Mutual Fund,0,Equity,Sectoral / Thematic Mutual Funds,1.6,24.1,11.5
ICICI Pru US Bluechip Equity Fund,100,5000,1.22,2365.0,10,Rohan Maru,0.01,1.78,0.24,0.01,6,ICICI Prudential Mutual Fund,0,Equity,Sectoral / Thematic Mutual Funds,4.8,23.4,15.9
UTI-CCF Investment Plan – Direct Growth,500,1000,1.52,685.0,10,Vetri Subramaniam,-0.02,0.9,0.85,-0.01,6,UTI Mutual Fund,0,Solution Oriented,Childrens Funds,-3.3,24.1,10.1
Sundaram LT Tax Advantage Fund,0,500,1.2,10.0,7,Rohit Seksaria,0.01,0.93,0.93,0.02,6,Sundaram Mutual Fund,0,Equity,ELSS Mutual Funds,4.0,29.2,12.5
AXIS Capital Builder Fund,0,5000,0.53,1387.0,4,Anupam Tiwari,-0.02,0.92,0.91,0.0,6,Axis Mutual Fund,0,Equity,Multi Cap Funds,-2.4,22.5,
Aditya Birla SL Dividend Yield Fund,1000,1000,1.73,850.0,10,Dhaval Gala,0.02,0.95,0.78,0.03,6,Aditya Birla Sun Life Mutual Fund,0,Equity,Dividend Yield Funds,6.2,30.5,10.0
Tata India Tax Savings Fund,500,500,0.76,3078.0,8,Tejas Gutka,0.01,0.92,0.9,0.02,6,Tata Mutual Fund,0,Equity,ELSS Mutual Funds,2.2,26.5,12.0
Sundaram LT Tax Advantage Fund,0,500,1.01,16.0,8,Rohit Seksaria,0.01,0.92,0.92,0.02,6,Sundaram Mutual Fund,0,Equity,ELSS Mutual Funds,4.4,29.6,11.5
Aditya Birla SL Global Emerging Oppt Fund,100,100,0.7,261.0,10,Vinod Narayan Bhat,-0.03,1.46,0.36,-0.02,6,Aditya Birla Sun Life Mutual Fund,0,Other,FoFs Overseas,-5.7,18.8,8.3
HDFC Children’s Gift Fund,100,100,0.96,6157.0,10,Chirag Setalvad,0.03,0.63,0.6,0.05,6,HDFC Mutual Fund,0,Solution Oriented,Childrens Funds,10.5,26.8,12.9
Edelweiss US Value Equity Offshore Fund,500,5000,1.43,90.0,10,Bhavesh Jain,0.02,1.26,0.47,0.02,6,Edelweiss Mutual Fund,0,Other,FoFs Overseas,2.0,23.8,11.5
AXIS Capital Builder Fund,0,5000,0.59,680.0,5,Anupam Tiwari,-0.01,0.87,0.79,0.04,6,Axis Mutual Fund,0,Equity,Multi Cap Funds,-0.7,33.7,11.3
SBI Equity Minimum Variance – Direct Growth,500,5000,0.42,134.0,4,Raviprakash Sharma,0.01,0.82,0.73,0.02,6,SBI Mutual Fund,0,Equity,Sectoral / Thematic Mutual Funds,4.9,27.0,
Nippon India Multi Cap Fund,100,100,1.12,14091.0,10,Sailesh Raj Bhan,0.04,0.94,0.86,0.06,6,Nippon India Mutual Fund,0,Equity,Multi Cap Funds,10.7,33.7,13.2
AXIS Children’s Gift Fund,1000,5000,1.06,685.0,7,Ashish Naik,-0.03,0.69,0.67,-0.04,6,Axis Mutual Fund,0,Solution Oriented,Childrens Funds,-6.5,17.8,10.1
Nippon India Quant Fund,100,5000,0.54,34.0,10,Ashutosh Bhargava,0.01,0.97,0.95,0.03,6,Nippon India Mutual Fund,0,Equity,Sectoral / Thematic Mutual Funds,5.0,26.9,11.9
SBI Magnum Equity ESG Fund,500,1000,1.35,4456.0,10,Rohit Shimpi,-0.02,0.96,0.94,0.0,6,SBI Mutual Fund,0,Equity,Sectoral / Thematic Mutual Funds,-2.7,24.2,12.2
HSBC Business Cycles Fund,500,5000,1.42,535.0,9,Venugopal Manghat,0.01,0.96,0.84,0.03,6,HSBC Mutual Fund,0,Equity,Sectoral / Thematic Mutual Funds,7.0,28.0,8.7
Aditya Birla SL Manufacturing Equity Fund,1000,1000,1.56,613.0,8,Anil Shah,-0.02,0.9,0.75,-0.01,6,Aditya Birla Sun Life Mutual Fund,0,Equity,Sectoral / Thematic Mutual Funds,-2.9,21.7,6.8
ICICI Pru Multicap Fund,100,5000,1.02,6929.0,10,Sankaran Naren,0.01,0.86,0.79,0.03,6,ICICI Prudential Mutual Fund,0,Equity,Multi Cap Funds,5.7,29.1,11.8
Taurus Nifty 50 Index Fund,1000,5000,0.44,2.38,10,Ramneek Kundra,0.0,0.94,0.96,0.01,6,Taurus Mutual Fund,0,Other,Index Funds,1.2,25.8,12.3
Nippon India US Equity Opportunities Fund,100,100,1.22,534.0,8,Kinjal Desai,-0.03,1.68,0.31,-0.02,6,Nippon India Mutual Fund,0,Equity,Sectoral / Thematic Mutual Funds,1.7,32.4,13.3
ICICI Pru Long Term Wealth Enhancement Fund,0,500,0.97,32.0,5,Rajat Chandak,0.02,0.94,0.89,0.04,6,ICICI Prudential Mutual Fund,0,Equity,ELSS Mutual Funds,-0.7,33.7,11.3
Franklin India Opportunities Fund,500,5000,1.79,657.0,10,R Janakiraman,0.01,1.0,0.86,0.02,6,Franklin Templeton Mutual Fund,0,Equity,Sectoral / Thematic Mutual Funds,7.9,31.0,11.5
UTI-Transportation & Logistics Fund,500,5000,1.03,1908.0,10,Sachin Trivedi,0.04,1.18,0.9,0.05,6,UTI Mutual Fund,0,Equity,Sectoral / Thematic Mutual Funds,14.1,32.9,5.1
JM Equity Hybrid Fund,0,5000,1.37,11.0,8,Asit Bhandarkar,0.02,0.75,0.71,0.04,6,JM Financial Mutual Fund,0,Hybrid,Aggressive Hybrid Mutual Funds,8.0,29.5,11.1
JM Equity Hybrid Fund,0,5000,1.37,11.0,8,Asit Bhandarkar,0.02,0.75,0.71,0.04,6,JM Financial Mutual Fund,0,Hybrid,Aggressive Hybrid Mutual Funds,8.0,29.5,11.1
JM Equity Hybrid Fund,0,5000,1.37,11.0,9,Asit Bhandarkar,0.02,0.75,0.71,0.04,6,JM Financial Mutual Fund,0,Hybrid,Aggressive Hybrid Mutual Funds,8.0,29.5,11.1
ICICI Pru FMCG Fund,100,5000,1.44,1156.0,10,Priyanka Khandelwal,0.07,0.71,0.48,0.1,6,ICICI Prudential Mutual Fund,0,Equity,Sectoral / Thematic Mutual Funds,21.1,24.5,13.5
PGIM India GEO Fund,1000,5000,1.44,1336.0,10,Rahul Jagwani,-0.05,1.8,0.54,-0.02,6,PGIM India Mutual Fund,0,Other,FoFs Overseas,-7.9,18.9,14.1
ICICI Pru Global Stable Equity Fund,1000,5000,1.26,111.0,10,Rohan Maru,0.01,1.03,0.38,0.02,6,ICICI Prudential Mutual Fund,0,Other,FoFs Overseas,3.4,18.0,10.3
Mahindra Manulife Consumption Fund,500,1000,0.82,54.0,4,Abhinav Khandelwal,0.01,0.87,0.73,0.02,6,Mahindra Manulife Mutual Fund,0,Equity,Sectoral / Thematic Mutual Funds,5.7,21.3,
Aditya Birla SL Inter Equity – Plan B-Direct Growth,1000,1000,2.15,90.0,10,Vinod Narayan Bhat,-0.02,0.87,0.79,-0.01,6,Aditya Birla Sun Life Mutual Fund,0,Equity,Sectoral / Thematic Mutual Funds,-4.1,22.7,7.6
UTI-MNC Fund,500,5000,1.24,2366.0,10,Swati Kulkarni,0.0,0.78,0.63,0.01,6,UTI Mutual Fund,0,Equity,Sectoral / Thematic Mutual Funds,3.3,18.1,7.9
UTI-Dual Advantage FTF Sr.IV-IV(1997Days,0,5000,0.0,31.0,6,Sunil Patil,0.0,0.27,0.22,0.02,3,UTI Mutual Fund,0,Debt,Fixed Maturity Plans,1.7,32.4,13.3
Franklin India Feeder – Franklin U.S. Opp.-Dir Growth,500,5000,0.72,2880.0,10,Sandeep Manam,-0.06,1.97,0.39,-0.03,6,Franklin Templeton Mutual Fund,0,Other,FoFs Overseas,-12.1,17.4,11.6
Aditya Birla SL Inter Equity – Plan A-Direct Growth,1000,1000,1.75,108.0,10,Vinod Narayan Bhat,0.0,1.24,0.43,0.01,6,Aditya Birla Sun Life Mutual Fund,0,Equity,Sectoral / Thematic Mutual Funds,0.9,17.7,10.4
Edelweiss Greater China Equity Off-Shore Fund,500,5000,1.44,1897.0,10,Bhavesh Jain,-0.05,1.85,0.66,-0.02,6,Edelweiss Mutual Fund,0,Other,FoFs Overseas,-4.1,9.0,6.1
Sundaram Global Brand Fund,100,100,1.42,117.0,10,Rohit Seksaria,-0.01,1.44,0.32,0.0,6,Sundaram Mutual Fund,0,Other,FoFs Overseas,2.4,20.5,7.7
Edelweiss Equity Savings Fund,0,5000,0.7,258.0,8,Bharat Lahoti,0.0,0.34,0.28,0.02,4,Edelweiss Mutual Fund,0,Hybrid,Equity Savings Mutual Funds,4.4,12.2,9.0
Aditya Birla SL Regular Savings Fund,500,500,0.92,1585.0,10,Dhaval Shah,0.0,0.25,0.23,0.01,4,Aditya Birla Sun Life Mutual Fund,0,Hybrid,Conservative Hybrid Mutual Funds,3.6,13.9,7.6
Invesco India – Invesco GEI Fund,500,1000,0.73,12.0,9,Amit Nigam,0.04,1.37,0.69,0.04,6,Invesco Mutual Fund,0,Other,FoFs Overseas,9.5,24.4,9.5
SBI PSU Fund,500,5000,1.42,505.0,10,Richard Dsouza,0.04,1.24,0.82,0.04,6,SBI Mutual Fund,0,Equity,Sectoral / Thematic Mutual Funds,16.0,26.3,7.4
UTI-Retirement Benefit Pension Plan – Direct,500,500,1.05,3687.0,10,Sunil Patil,0.01,0.37,0.36,0.03,5,UTI Mutual Fund,0,Solution Oriented,Retirement Funds,5.2,17.2,7.5
